text,keyword,label
im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,im gettin off nd watch a movie nd have a couple of drinks nd shots   ill try 2 get get back on if i can,neutral
in IT-lesson at school and eating salad,in IT-lesson at school and eating salad,neutral
 just answered you- never learned how to write in French- just basic stuff-,never learned how to write in French- just basic stuff-,negative
Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,Epic ocd moment? I deleted my sims file that i spent hours building just because i set his favorite food wrong,negative
"I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.","I`m a genius  put rug in washing machine, left folding door half open, machine moved now door won`t close or open. shaking head.",neutral
 WHAT THAT`S NOT FAIR I CAN`T VOTE IT SAYS THE VOTING IS CLOSED  BUT I DID VOTE EVERYDAY WHEN I COULD VOTE LIKE 20X`S,THAT`S NOT FAIR,negative
Just got back from 5km run!  It was really good!,good!,positive
 I dunno man. How bout some wendy`s?? mmmmmm we dont gots that in H-town,I dunno man. How bout some wendy`s?? mmmmmm we dont gots that in H-town,neutral
I ran outta bathroom passes.  maybe mrs. French will be nice today?,I ran outta bathroom passes.  maybe mrs. French will be nice today?,neutral
"i hate the fact that it is so nice outsidee, and im inside doing revisionn","i hate the fact that it is so nice outsidee, and im inside doing revisionn",neutral
"Ugh my neck really hurts  I`m out aquatards, xox",neck really hurts,negative
 your knowledge of X-men is starting to scare me,scare me,negative
I am watchinggg the new video of  Its sooo good  Addicted!,Its sooo good,positive
god it pisses me off that i always enter comps & never win.I am such a sore loser,pisses,negative
_ I had curry shrimp yesterday lol I love seafood,love,positive
 me too except move that 7am to 9am,me too except move that 7am to 9am,neutral
Hellooooooo... Whats the scene people !!!,Hellooooooo...,negative
  tee we beefin....what was u supposed to do before leavin????,tee we beefin....what was u supposed to do before leavin????,neutral
You people haVe no idea how depressing it is being at a steakhouse and not being able to eat,depressing it is being at a steakhouse,negative
Got a Saturdays framed signed foto last night  and a Valentino rossi 1 aswell  eee what a night,e what a night,positive
Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please  ****,Good Morning  Jess here  Just wanted to say thank you to everyone following us  tell your friends about us please,positive
thinking about new.. oh yes .. btw bankroll stays at $14.88.. so down a bit from yesterday.. and I won`t whine about bad beats  ..,I won`t whine about bad beats  ..,positive
"ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.","ahhh, i FINALLY went to yogurtland.  i saved my spoon. hahaha.",neutral
 ....any  sorry wahh!! lub u toooo ;),.any  sorry wahh!! lub u toooo ;),neutral
 cupcake!!  you can call me anything but 'bitch' i suppose..and even then under certain circumstances....,you can call me anything but 'bitch' i suppose,negative
They burnt my zuccini,They burnt my zuccini,negative
 Oh no!  I hope you find your kitten,I hope,positive
madd bored,bored,negative
Puzzled by people`s mood swings... it makes me somewhat sad that I can`t pinpoint  how  they feel,sad,negative
: Where did you get a copy? I wanna watch that also.,Where did you get a copy? I wanna watch that also.,neutral
"_weber I wrote a leadership essay abt its founder. The expansion didn`t went well, tried to break in America. Lots of money burned.",burned.,negative
Doh. In a rush to get to the Puma Open and I just got pulled over. So sad.,So sad.,negative
Is relaxing in bed for a while before I go to sleep. It was nice to get out of my house for a while tonight,nice,positive
 that is truly impressive. Can`t come close to that. Takes the argument over whether web needs subs to a new level though,that is truly impressive.,positive
 You charmer   Do you like football too?,You charmer   Do you like football too,neutral
 Thank you Jon!  That`s very sweet.,s very sweet,positive
_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,_  i missed you. today was the greatest day ever. im burnt and **** lmfao. but it will be a nice tan. 11 rides in 6 hrs!  <3,neutral
 perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,perhaps she will start including #magic in all of her tweets now too. BTW... you didn`t write #magic in ur tweet to me.,neutral
I FEEL LIKE ****......,I FEEL LIKE ****......,negative
 I`m so sorry  do you want me to call? If not I will be on aim in a couple of hours if you need to vent,I`m so sorry  do you want me to call?,negative
 ya and i would have gained a few kgs by then.  what are you working on today?,ya and i would have gained a few kgs by then.  what are you working on today?,neutral
My head`s THUMPING.,THUMPING.,negative
 can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,can`t wait to crack it open and no doubt will learn from it as well as support my evangelizing cubicle-freedom-ness!,positive
last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!,sad,negative
: Lol it went okay! As far as I can tell . But then I had to do a test today for geo and I was all zoned out and got like 65%,Lol it went okay! As,positive
it makes me want to cry when 2 grown men discuss characters on All My Children.,cry,negative
About to go eat breakfast at jay jays cafe with my one and only,About to go eat breakfast at jay jays cafe with my one and only,neutral
fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,stepped,negative
Well rite i gt a headache,headache,negative
"is wondering what actually to do, when I have a week to do **** all bar pack, most peeps r leavin too",****,negative
Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!,Happy as can be!,positive
Just broke her dresser shes had since she was three,broke,negative
" Headaches suck, especially stress related ones. I used to get those a lot.  <3","Headaches suck, especially stress related ones. I used to get those a lot.  <3",neutral
I really like Lady GaGa`s 'Paparazzi'...  #whatshappening,like La,positive
getting my new cellphone on wednesday! the LG Voyager! its soo sweet! i can`t wait that long though,its soo sweet!,positive
chili cheese fries a bad idea for lunch..,chili cheese fries a bad idea for lunch..,negative
 you`re absolutely welcome.  i love you too and am happy i was able to help make that moment happen.,i love,positive
 you`re not gonna paint me? oh well  ;),you`re not gonna paint me? oh well  ;),neutral
just joined Twitter...     Hiya world!,just joined Twitter...     Hiya world,neutral
 Indeed I did get your song however am unable to listen.,Indeed I did get your song however am unable to listen.,neutral
Decided not to go...I want to see my sweetie  But I can`t.,But I can`t.,negative
"feeling better, still coughing. : / not moving on yet. its impossible.","feeling better, still coughing. : / not moving on yet. its impossible.",neutral
Really big spider on the floor two metres away from me  am actually a little scared.,a little scared.,negative
 tell your grandmother i say hello,tell your grandmother i say hello,neutral
_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral
feels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,eels slightly better but **** i sure do miss him.....he`s going to be so hard to get over......  i messed it up ...donuts=comfort,neutral
I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,I need to get some shut eye... But I just can`t let`s try 1 more time. Ta Ta Twitterworld,neutral
 DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,neutral
"Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.","Nanay cried after reading the card I gave her. Hugged her and next thing I knew, I was crying, too! Haha We`re such cry babies. Love her.",neutral
can`t wait for Daughtry`s new album! Ack. Two more months!!!,can`t wait for Daughtry`s new album!,positive
"Doing my FF later, too busy making up plans for today. Beshie   is gonna be in DC June 5-6 for a bball game.",busy,negative
 have you seen 'The Fifth Element'? makes 'super green' a lot funnier,lot funnier,positive
" Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything.","Like double posting on twitter?  ;)  lol.  Not me, I don`t take anything",neutral
